client_id,full_name,age,gender,marital_status,region,education_level,employment_years,risk_score,risk_level,approve_credit,income,credit_score,loan_amount,past_due,monthly_expenses,savings_balance
1053,Client_1053,58,female,widowed,Samarkand,bachelor,24,124.523,3,0,6303.92,602,13683.38,2,3640.26,11295.42
1054,Client_1054,26,male,divorced,Tashkent,high_school,21,134.403,3,0,10374.12,582,20697.25,4,3774.4,7280.89
1055,Client_1055,28,female,divorced,Tashkent,bachelor,27,69.961,1,1,8507.01,712,11259.69,2,1788.1,20786.31
1056,Client_1056,43,male,divorced,Andijan,high_school,22,102.056,2,1,9418.91,646,18262.34,5,2711.79,7480.5
1057,Client_1057,46,male,married,Bukhara,high_school,3,6.252,0,1,4280.32,840,7481.29,1,2040.97,8700.57
1058,Client_1058,63,female,widowed,Namangan,high_school,3,24.627,0,1,5096.06,803,8426.38,2,1430.2,2903.24
1059,Client_1059,32,female,widowed,Namangan,master,20,108.628,2,1,9007.87,634,17091.74,2,1995.83,15755.52
1060,Client_1060,46,male,widowed,Bukhara,high_school,1,38.762,0,1,4359.76,774,8411.47,2,1949.17,6946.87
1061,Client_1061,33,male,widowed,Tashkent,master,6,110.378,2,1,5992.47,631,9013.49,3,2440.99,5489.15
1062,Client_1062,60,female,single,Tashkent,bachelor,15,110.689,2,1,10083.01,630,12748.92,1,5086.94,18011.21
1063,Client_1063,38,female,single,Samarkand,high_school,16,53.661,0,1,5554.8,744,5777.37,1,2827.69,9632.62
1064,Client_1064,45,male,widowed,Andijan,bachelor,19,20.003,0,1,4268.5,811,6752.63,2,2492.7,8949.79
1065,Client_1065,53,female,married,Andijan,bachelor,22,105.632,2,1,7071.21,640,15159.17,3,1575.52,15922.59
1066,Client_1066,60,female,single,Andijan,bachelor,33,102.261,2,1,4330.39,647,8205.84,1,933.61,6583.09
1067,Client_1067,63,female,divorced,Samarkand,high_school,10,72.31,1,1,8855.88,707,17894.01,2,5268.17,13111.92
1068,Client_1068,32,male,single,Andijan,high_school,33,125.947,3,0,5657.71,600,12017.52,1,2590.89,9862.48
1069,Client_1069,64,male,divorced,Bukhara,high_school,32,15.089,0,1,5357.14,821,6710.18,2,2604.36,10491.51
1070,Client_1070,56,male,widowed,Samarkand,high_school,25,126.341,3,0,7044.07,599,10424.02,4,1680.67,8539.83
1071,Client_1071,24,female,single,Bukhara,high_school,1,113.973,2,1,6393.34,623,14813.02,4,1457.2,9649.37
1072,Client_1072,25,female,married,Samarkand,high_school,22,6.045,0,1,7378.52,839,7278.68,3,1948.68,12323.67
1073,Client_1073,57,male,single,Andijan,high_school,21,75.919,1,1,7782.26,699,12878.28,3,2886.27,19274.75
1074,Client_1074,28,male,single,Bukhara,high_school,33,0.757,0,1,6674.07,850,7738.04,2,1628.94,11181.9
1075,Client_1075,62,male,single,Bukhara,high_school,14,96.129,2,1,5257.83,660,7593.41,2,1990.26,4986.38
1076,Client_1076,48,female,widowed,Bukhara,high_school,9,1.033,0,1,8095.76,850,11756.72,1,3437.58,13568.33
1077,Client_1077,51,male,married,Samarkand,phd,14,58.029,1,1,5959.89,735,7483.63,3,1192.77,12748.19
1078,Client_1078,29,male,single,Namangan,high_school,28,119.379,3,0,5696.37,612,13371.71,3,1399.59,12616.35
1079,Client_1079,49,female,married,Andijan,bachelor,22,120.685,3,0,7213.99,611,12452.87,1,2525.46,15152.99
1080,Client_1080,34,female,widowed,Bukhara,high_school,16,150.737,3,0,4107.01,549,9413.74,5,909.01,9349.27
1081,Client_1081,60,female,divorced,Namangan,master,8,146.4,3,0,7586.31,559,17595.37,3,1922.46,8872.44
1082,Client_1082,61,male,single,Andijan,high_school,8,115.595,3,0,7293.64,621,14833.16,2,2134.98,11050.9
1083,Client_1083,42,female,married,Andijan,phd,15,130.3,3,0,8682.73,591,20981.64,4,3228.59,17879.32
1084,Client_1084,31,female,married,Bukhara,bachelor,32,200.986,3,0,6249.41,448,12880.72,5,3036.81,6430.02
1085,Client_1085,43,male,widowed,Bukhara,high_school,30,48.349,0,1,8987.25,756,9686.55,1,2274.45,11172.61
1086,Client_1086,21,female,single,Samarkand,master,5,51.031,0,1,7794.46,750,8229.2,2,3859.69,16854.06
1087,Client_1087,57,male,divorced,Namangan,bachelor,9,71.939,1,1,6959.82,708,13849.57,1,3772.39,14199.22
1088,Client_1088,41,male,married,Namangan,high_school,15,136.392,3,0,9725.04,578,24907.25,2,4479.27,23752.44
1089,Client_1089,46,female,single,Bukhara,master,3,11.963,0,1,7142.82,828,8425.12,0,1553.49,17799.53
1090,Client_1090,56,female,divorced,Andijan,master,21,93.884,2,1,6222.45,664,11903.27,2,2341.27,6107.27
1091,Client_1091,43,female,married,Bukhara,bachelor,12,122.888,3,0,7185.76,605,8987.23,3,3334.38,16533.71
1092,Client_1092,21,female,married,Andijan,high_school,15,75.516,1,1,6191.55,701,7874.65,0,3661.71,4266.17
1093,Client_1093,60,female,divorced,Andijan,master,28,77.829,1,1,7560.47,696,13767.14,1,4390.54,14513.08
1094,Client_1094,35,female,divorced,Bukhara,bachelor,5,197.892,3,0,8981.03,455,15787.87,5,3217.74,8443.95
1095,Client_1095,41,male,widowed,Tashkent,master,25,87.157,2,1,6987.99,677,11364.86,1,3119.25,7691.14
1096,Client_1096,29,male,single,Namangan,bachelor,10,80.833,1,1,7135.21,691,12878.6,2,3969.5,17072.0
1097,Client_1097,29,female,single,Andijan,high_school,23,103.165,2,1,8196.75,646,16807.73,1,4364.1,8412.34
1098,Client_1098,30,male,widowed,Andijan,master,28,144.742,3,0,8780.86,561,17064.42,4,3440.07,16212.59
1099,Client_1099,46,female,married,Tashkent,high_school,2,143.616,3,0,6321.05,564,13710.39,3,1924.74,5412.44
1100,Client_1100,61,male,divorced,Samarkand,high_school,9,62.552,1,1,7258.5,726,11540.21,1,1849.76,4985.0
1101,Client_1101,55,male,divorced,Tashkent,bachelor,0,51.846,0,1,8203.39,749,8649.27,0,3241.92,9668.8
1102,Client_1102,45,male,divorced,Tashkent,bachelor,25,106.324,2,1,7494.93,640,15314.94,2,3666.06,13104.07
1103,Client_1103,46,female,married,Andijan,high_school,11,68.754,1,1,4206.87,714,5177.68,3,2473.25,4189.58
1104,Client_1104,31,male,divorced,Namangan,master,13,106.184,2,1,8474.09,639,10265.87,4,4616.06,9324.36
1105,Client_1105,58,female,divorced,Tashkent,high_school,24,124.003,3,0,7784.32,603,14045.34,3,2192.82,14926.12
1106,Client_1106,22,male,widowed,Samarkand,bachelor,7,76.263,1,1,7890.92,699,15788.83,2,3850.07,5567.77
1107,Client_1107,27,male,married,Bukhara,master,3,137.618,3,0,5211.77,577,7801.84,2,1645.05,7264.22
1108,Client_1108,38,male,single,Tashkent,high_school,27,0.798,0,1,7228.58,850,6460.17,3,3421.93,17229.11
1109,Client_1109,47,male,widowed,Tashkent,high_school,6,150.403,3,0,8265.02,551,12495.83,3,3854.16,10694.46
1110,Client_1110,54,male,widowed,Samarkand,high_school,9,73.017,1,1,5679.13,706,8232.36,3,1754.69,7771.33
1111,Client_1111,47,female,single,Namangan,phd,1,78.643,1,1,6069.18,694,10371.36,3,1782.86,11995.19
1112,Client_1112,37,female,widowed,Tashkent,high_school,25,82.895,1,1,8290.72,686,10821.07,3,2002.83,17062.49
1113,Client_1113,63,male,married,Tashkent,high_school,13,19.284,0,1,5999.35,814,9966.69,1,1321.15,12233.94
1114,Client_1114,64,male,divorced,Namangan,bachelor,15,205.972,3,0,6687.24,438,20065.52,6,3633.71,16689.56
1115,Client_1115,44,male,married,Samarkand,bachelor,16,66.765,1,1,5448.07,717,9663.67,4,1198.25,3502.58
1116,Client_1116,45,male,single,Tashkent,high_school,21,97.654,2,1,9729.91,655,16562.06,5,2291.36,23979.42
1117,Client_1117,27,female,single,Namangan,bachelor,3,60.535,1,1,7780.93,733,10875.59,1,2299.58,18677.19
1118,Client_1118,26,male,widowed,Tashkent,high_school,18,83.065,1,1,6616.91,685,9966.98,3,3672.8,14585.5
1119,Client_1119,44,female,married,Bukhara,phd,1,89.184,2,1,6336.44,673,10609.88,2,2111.15,8923.3
1120,Client_1120,53,male,married,Andijan,high_school,8,140.138,3,0,5157.45,571,7293.62,4,1427.17,11562.0
1121,Client_1121,49,female,single,Bukhara,high_school,18,116.312,3,0,6834.85,619,13922.32,3,3323.26,6436.14
1122,Client_1122,63,male,married,Tashkent,bachelor,15,0.876,0,1,7997.59,850,9537.18,1,2620.23,16661.47
1123,Client_1123,42,male,single,Samarkand,high_school,24,59.36,1,1,5785.28,733,7246.15,2,1928.5,5035.95
1124,Client_1124,46,female,married,Andijan,bachelor,17,38.338,0,1,7158.31,775,8858.53,4,3547.59,15252.39
1125,Client_1125,48,male,married,Bukhara,high_school,22,101.431,2,1,6448.93,648,8805.28,3,1938.94,11150.57
1126,Client_1126,41,male,married,Namangan,high_school,20,124.549,3,0,9070.17,603,21452.35,1,5067.54,6313.41
1127,Client_1127,27,male,single,Samarkand,bachelor,10,51.034,0,1,6044.95,750,7067.92,1,2566.5,13846.8
1128,Client_1128,37,female,widowed,Bukhara,bachelor,3,171.156,3,0,8165.73,509,22670.32,3,3389.86,13521.76
1129,Client_1129,40,male,married,Namangan,bachelor,24,115.424,3,0,9091.03,621,17250.42,2,2780.96,16477.47
1130,Client_1130,61,male,single,Tashkent,high_school,31,101.752,2,1,6434.3,648,13905.22,3,3436.16,6865.53
1131,Client_1131,40,female,single,Namangan,high_school,29,42.836,0,1,6117.13,765,8839.68,3,2624.86,13722.39
1132,Client_1132,42,female,married,Bukhara,high_school,25,67.306,1,1,8384.05,717,16899.69,1,2198.35,13334.01
1133,Client_1133,48,female,married,Bukhara,high_school,33,107.04,2,1,4328.16,637,6169.45,2,1222.79,5809.44
1134,Client_1134,60,male,widowed,Tashkent,bachelor,8,69.179,1,1,7645.89,713,12500.22,2,2961.27,11993.07
1135,Client_1135,27,male,single,Namangan,master,11,99.309,2,1,4637.02,653,5998.62,4,2373.49,8841.06
1136,Client_1136,21,male,single,Namangan,high_school,1,37.583,0,1,8833.62,776,12351.03,3,5085.67,16696.38
1137,Client_1137,52,female,divorced,Tashkent,high_school,4,75.343,1,1,6621.86,701,11118.3,3,3081.81,8046.58
1138,Client_1138,33,male,single,Namangan,high_school,4,8.245,0,1,6863.83,836,9884.03,0,2762.4,8720.61
1139,Client_1139,50,male,widowed,Tashkent,high_school,21,98.252,2,1,5913.63,655,9246.46,1,1775.82,9606.55
1140,Client_1140,43,female,divorced,Samarkand,high_school,4,30.559,0,1,4625.94,790,4725.25,3,2170.25,10865.47
1141,Client_1141,39,female,divorced,Bukhara,master,3,81.046,1,1,8898.79,688,16054.65,4,5276.06,17716.25
1142,Client_1142,52,female,divorced,Samarkand,bachelor,8,117.153,3,0,6743.41,617,12195.8,1,2633.23,8637.17
1143,Client_1143,50,female,married,Andijan,phd,28,0.11,0,1,11813.15,850,11850.11,4,3128.79,13869.41
1144,Client_1144,49,female,married,Andijan,master,21,26.586,0,1,5784.73,798,10526.58,2,1396.06,8950.55
1145,Client_1145,49,male,single,Andijan,bachelor,26,75.56,1,1,6029.96,701,12615.3,2,1855.43,13507.0
1146,Client_1146,50,female,divorced,Tashkent,bachelor,9,51.668,0,1,5654.13,749,10512.36,1,2418.71,2925.21
1147,Client_1147,36,male,widowed,Namangan,high_school,15,134.768,3,0,6735.76,583,15987.98,1,3898.13,12939.21
1148,Client_1148,60,male,married,Samarkand,bachelor,9,133.313,3,0,9362.83,586,13170.32,1,2992.98,10196.35
1149,Client_1149,39,female,widowed,Samarkand,master,5,35.641,0,1,8515.21,780,16315.91,3,2743.23,7806.7
1150,Client_1150,38,female,widowed,Samarkand,high_school,4,85.623,2,1,4743.17,680,7321.35,2,1861.56,2486.73
1151,Client_1151,21,female,married,Samarkand,master,5,92.575,2,1,8806.18,666,11534.93,3,4996.78,20194.17
1152,Client_1152,34,male,married,Andijan,high_school,24,98.796,2,1,8024.19,654,16672.87,4,2949.87,18652.2
1153,Client_1153,22,female,married,Samarkand,master,3,79.257,1,1,7722.08,694,10233.58,2,2233.93,4809.58
1154,Client_1154,48,female,married,Namangan,master,31,96.935,2,1,5973.64,657,10405.47,4,1584.52,9221.09
1155,Client_1155,50,female,divorced,Andijan,bachelor,34,177.287,3,0,6085.13,497,10356.11,3,2329.43,4899.44
1156,Client_1156,58,female,divorced,Samarkand,bachelor,9,21.718,0,1,7205.6,807,9869.95,1,3748.86,14536.4
1157,Client_1157,24,female,divorced,Tashkent,bachelor,33,90.973,2,1,6170.26,670,10761.29,2,1953.14,11296.4
1158,Client_1158,21,male,divorced,Bukhara,master,5,3.312,0,1,8968.95,845,11512.64,2,3632.51,9814.38
1159,Client_1159,28,male,single,Bukhara,phd,15,165.235,3,0,6106.07,521,9393.45,5,2694.02,4481.37
1160,Client_1160,49,male,divorced,Bukhara,master,18,165.403,3,0,4079.85,521,8720.39,3,1551.11,8822.44
1161,Client_1161,59,female,married,Andijan,bachelor,33,97.998,2,1,5047.81,655,8487.64,1,1396.61,9330.91
1162,Client_1162,23,female,widowed,Samarkand,bachelor,24,41.581,0,1,5143.05,768,6336.69,3,2924.85,2641.68
1163,Client_1163,52,female,divorced,Andijan,master,30,140.697,3,0,6604.98,570,16693.44,2,2814.91,11596.65
1164,Client_1164,30,male,single,Namangan,bachelor,16,142.291,3,0,7324.1,567,13741.89,3,3600.92,15531.43
1165,Client_1165,30,female,married,Tashkent,master,29,69.211,1,1,7080.7,713,13874.94,1,3217.59,11906.45
1166,Client_1166,39,female,widowed,Tashkent,bachelor,30,99.967,2,1,7691.36,652,9820.06,3,4608.81,10378.94
1167,Client_1167,54,female,widowed,Bukhara,high_school,18,61.404,1,1,6621.58,729,8985.03,1,2532.91,11043.71
1168,Client_1168,53,male,divorced,Bukhara,high_school,34,98.954,2,1,6674.64,653,9011.63,3,2469.54,11610.03
1169,Client_1169,43,female,widowed,Bukhara,bachelor,28,68.789,1,1,9627.79,715,14230.37,2,3312.5,17138.13
1170,Client_1170,48,male,divorced,Samarkand,high_school,0,24.678,0,1,8808.04,803,9145.63,2,3035.7,21439.55
1171,Client_1171,52,female,divorced,Namangan,high_school,3,140.799,3,0,7612.45,570,14423.31,2,2362.21,6526.12
1172,Client_1172,27,male,married,Namangan,bachelor,27,32.3,0,1,8375.01,787,10810.67,3,4960.11,14624.32
1173,Client_1173,49,male,married,Namangan,high_school,17,162.252,3,0,4110.68,527,7161.6,3,2253.94,3600.9
1174,Client_1174,28,male,single,Namangan,high_school,25,58.414,1,1,5766.19,735,9664.47,2,1883.64,5304.4
1175,Client_1175,21,female,married,Bukhara,bachelor,18,22.27,0,1,6351.69,808,11505.88,0,2045.83,11677.69
1176,Client_1176,23,female,married,Tashkent,phd,5,109.276,2,1,5783.85,633,8274.4,3,1396.3,13487.41
1177,Client_1177,44,male,divorced,Bukhara,bachelor,0,57.107,1,1,4681.39,738,8143.76,1,2578.57,3829.79
1178,Client_1178,43,male,married,Namangan,phd,7,107.647,2,1,7630.82,636,15675.01,3,2660.91,18504.2
1179,Client_1179,28,female,divorced,Bukhara,bachelor,32,59.688,1,1,9078.62,733,13922.3,1,3895.15,10338.23
1180,Client_1180,57,female,divorced,Namangan,high_school,20,187.014,3,0,6980.79,477,20840.53,4,3910.29,8953.75
1181,Client_1181,23,male,married,Andijan,bachelor,23,78.112,1,1,7972.27,695,16927.08,3,2895.85,6436.51
1182,Client_1182,53,female,single,Tashkent,bachelor,24,68.337,1,1,6936.2,716,9903.24,1,3625.88,12011.22
1183,Client_1183,48,female,single,Andijan,high_school,18,25.343,0,1,6337.54,801,9797.02,2,2358.29,10728.45
1184,Client_1184,28,female,widowed,Samarkand,high_school,28,44.263,0,1,8378.79,763,13685.15,2,4024.98,11600.77
1185,Client_1185,54,female,widowed,Bukhara,bachelor,9,93.047,2,1,4857.71,665,7684.34,3,1809.37,7054.29
1186,Client_1186,55,male,married,Samarkand,high_school,11,73.096,1,1,4204.9,704,5897.71,4,1501.58,7341.55
1187,Client_1187,52,female,single,Bukhara,bachelor,32,151.093,3,0,4836.55,550,12757.11,3,2883.96,8062.5
1188,Client_1188,44,female,divorced,Andijan,high_school,6,11.873,0,1,8280.38,828,13426.02,1,3684.27,10338.28
1189,Client_1189,34,male,widowed,Namangan,bachelor,16,54.724,0,1,7130.82,742,8030.51,4,2474.08,16174.32
1190,Client_1190,52,male,divorced,Namangan,bachelor,9,169.651,3,0,7564.81,513,12397.16,2,2293.1,13883.85
1191,Client_1191,63,female,widowed,Bukhara,high_school,30,74.798,1,1,9515.38,702,19540.72,0,2054.43,8666.73
1192,Client_1192,36,female,married,Namangan,high_school,5,71.067,1,1,5254.99,709,6011.33,3,2536.2,5989.67
1193,Client_1193,24,female,single,Andijan,bachelor,16,120.18,3,0,8806.26,610,18270.82,4,3072.18,18279.64
1194,Client_1194,57,female,widowed,Namangan,master,17,81.663,1,1,6405.51,689,8557.22,0,3385.32,4541.83
1195,Client_1195,41,male,single,Andijan,master,25,124.7,3,0,6177.46,601,7976.28,3,2134.6,12357.78
1196,Client_1196,34,male,divorced,Samarkand,bachelor,15,148.886,3,0,7121.83,554,10224.1,2,2487.88,8672.15
1197,Client_1197,51,male,married,Andijan,bachelor,7,113.471,2,1,7356.6,625,12129.26,3,3764.17,11795.45
1198,Client_1198,38,female,single,Tashkent,high_school,23,78.346,1,1,6684.19,695,7767.86,2,2645.51,7092.7
1199,Client_1199,27,female,married,Tashkent,high_school,12,43.765,0,1,7915.47,764,12413.88,3,4384.84,19574.27
1200,Client_1200,30,female,single,Tashkent,high_school,28,82.457,1,1,7127.86,686,12831.51,1,3108.14,16477.35
1201,Client_1201,27,female,divorced,Bukhara,bachelor,31,43.758,0,1,6701.0,764,9029.9,2,1985.23,15793.59
1202,Client_1202,53,male,divorced,Bukhara,high_school,23,56.275,1,1,6375.57,738,11286.67,3,2724.34,5543.89
1203,Client_1203,43,male,married,Bukhara,high_school,15,132.059,3,0,7357.52,587,14011.7,3,1483.28,16064.26
1204,Client_1204,41,female,divorced,Andijan,bachelor,10,57.25,1,1,4965.01,738,7219.51,0,1613.43,7799.01
1205,Client_1205,39,male,widowed,Bukhara,bachelor,31,55.685,1,1,5388.3,740,7681.79,2,1525.87,10322.47
1206,Client_1206,39,female,single,Samarkand,high_school,5,7.461,0,1,6448.82,837,8272.02,1,2977.26,6029.7
1207,Client_1207,56,female,divorced,Tashkent,high_school,34,67.484,1,1,7817.31,717,16092.55,0,1988.84,15040.27
1208,Client_1208,49,male,widowed,Andijan,bachelor,32,140.924,3,0,10214.28,569,22642.35,4,3228.11,23784.29
1209,Client_1209,38,female,married,Tashkent,bachelor,17,110.327,2,1,6761.01,630,10583.66,4,2248.19,6997.4
1210,Client_1210,22,female,widowed,Bukhara,bachelor,12,168.919,3,0,4338.65,513,10992.19,3,873.45,4194.26
1211,Client_1211,21,male,married,Andijan,high_school,9,62.669,1,1,5814.63,726,7991.34,3,1271.7,4121.58
1212,Client_1212,25,female,married,Namangan,bachelor,25,11.493,0,1,7988.34,829,8137.04,2,2591.82,8256.85
1213,Client_1213,40,female,single,Samarkand,master,16,193.172,3,0,5544.58,465,13199.72,4,1602.06,8713.77
1214,Client_1214,31,male,single,Bukhara,high_school,0,9.413,0,1,5041.38,833,7951.24,2,1244.03,10916.77
1215,Client_1215,62,female,widowed,Bukhara,phd,24,63.243,1,1,7980.5,725,11377.44,3,2088.22,8440.18
1216,Client_1216,22,male,single,Samarkand,high_school,33,134.204,3,0,7697.32,583,18505.54,4,4112.02,13410.95
1217,Client_1217,23,female,single,Samarkand,high_school,9,74.804,1,1,4791.19,703,7088.39,0,2267.8,6991.21
1218,Client_1218,43,male,single,Namangan,bachelor,19,133.096,3,0,5657.51,586,9773.79,1,2227.06,6094.03
1219,Client_1219,32,male,widowed,Bukhara,high_school,6,65.466,1,1,8867.01,720,18466.0,3,4997.0,13484.22
1220,Client_1220,40,male,divorced,Bukhara,high_school,15,82.99,1,1,8279.27,686,13424.68,2,1753.72,6920.84
1221,Client_1221,25,female,single,Tashkent,bachelor,28,70.885,1,1,5203.94,710,9928.54,2,1758.8,9258.62
1222,Client_1222,57,male,single,Andijan,master,11,126.556,3,0,4016.67,597,9103.58,5,2126.24,2937.49
1223,Client_1223,58,male,widowed,Andijan,master,16,120.522,3,0,7402.78,610,17521.86,2,3340.99,14523.96
1224,Client_1224,50,male,divorced,Tashkent,bachelor,19,63.483,1,1,6555.9,725,7356.06,2,3885.52,5608.08
1225,Client_1225,29,male,single,Andijan,high_school,25,108.485,2,1,7272.61,635,10923.62,3,4202.16,18154.76
1226,Client_1226,54,male,married,Samarkand,bachelor,18,78.979,1,1,7951.99,693,15204.3,2,2130.95,17075.67
1227,Client_1227,64,female,widowed,Andijan,bachelor,11,65.178,1,1,5565.6,721,9049.52,4,3276.99,6610.15
1228,Client_1228,55,female,single,Andijan,master,20,95.754,2,1,6351.78,660,11257.4,2,3672.69,8590.21
1229,Client_1229,42,female,single,Tashkent,master,33,33.835,0,1,5651.41,784,6305.27,2,1974.85,5755.3
1230,Client_1230,64,female,married,Namangan,master,6,94.25,2,1,5705.15,663,8264.54,3,3384.02,11605.58
1231,Client_1231,44,female,married,Andijan,bachelor,34,95.207,2,1,7847.14,661,13553.76,4,1681.94,9898.8
1232,Client_1232,37,female,widowed,Andijan,bachelor,14,114.059,2,1,7216.1,623,11092.42,1,3350.44,14507.04
1233,Client_1233,30,female,widowed,Namangan,high_school,0,39.396,0,1,4655.59,774,5462.7,0,1426.75,2499.13
1234,Client_1234,50,male,married,Tashkent,phd,25,117.873,3,0,8087.66,616,10705.01,3,2036.35,6237.54
1235,Client_1235,43,female,widowed,Namangan,high_school,34,29.415,0,1,6474.89,793,7078.29,1,2790.77,7963.79
1236,Client_1236,52,male,married,Tashkent,high_school,24,78.476,1,1,8156.75,695,15577.18,4,2630.88,5855.05
1237,Client_1237,37,male,single,Samarkand,high_school,14,1.124,0,1,5477.89,850,8307.61,1,2556.7,9324.78
1238,Client_1238,37,female,married,Tashkent,master,21,115.663,3,0,5611.47,621,7092.8,3,2334.33,3376.22
1239,Client_1239,34,male,married,Samarkand,bachelor,5,28.791,0,1,7377.57,795,8377.27,1,2634.06,16374.7
1240,Client_1240,29,male,divorced,Samarkand,bachelor,14,62.923,1,1,5355.31,726,8633.91,2,1460.55,10831.74
1241,Client_1241,60,male,married,Tashkent,phd,23,108.684,2,1,6587.68,634,10311.1,3,2901.87,6143.1
1242,Client_1242,22,male,married,Bukhara,master,20,62.161,1,1,5184.89,727,9750.66,3,2756.77,7609.26
1243,Client_1243,45,female,divorced,Tashkent,high_school,6,64.502,1,1,6412.95,723,11878.7,2,2821.71,9001.38
1244,Client_1244,59,female,widowed,Andijan,high_school,28,100.941,2,1,6952.22,650,15170.93,2,3088.24,13554.94
1245,Client_1245,29,female,divorced,Andijan,master,31,65.958,1,1,7022.89,719,11456.78,3,2842.41,9150.95
1246,Client_1246,42,female,single,Bukhara,master,31,33.509,0,1,6452.88,785,8338.87,0,2292.68,3651.49
1247,Client_1247,63,female,divorced,Samarkand,bachelor,4,62.712,1,1,7500.03,726,12443.35,3,2872.38,7856.06
1248,Client_1248,24,female,single,Bukhara,bachelor,3,104.775,2,1,7221.7,642,9184.66,2,4302.81,10344.3
1249,Client_1249,46,female,widowed,Andijan,high_school,21,106.775,2,1,6865.95,637,8158.8,4,3432.06,16814.6
1250,Client_1250,49,female,divorced,Bukhara,master,17,89.714,2,1,6061.22,672,6879.03,3,2256.13,13712.41
1251,Client_1251,54,female,divorced,Tashkent,bachelor,34,36.205,0,1,8602.37,780,11640.68,0,3294.01,7422.23
1252,Client_1252,43,female,widowed,Bukhara,bachelor,16,119.563,3,0,7579.43,612,11404.06,3,3030.66,14753.76
1253,Client_1253,57,male,single,Samarkand,high_school,23,68.2,1,1,5445.84,715,6608.5,4,2525.37,12926.52
1254,Client_1254,31,female,divorced,Tashkent,master,1,156.277,3,0,7973.33,539,17908.85,3,3080.76,4126.88
1255,Client_1255,26,male,single,Namangan,bachelor,12,59.065,1,1,8313.24,734,16958.45,2,3944.4,16143.41
1256,Client_1256,38,male,divorced,Andijan,high_school,14,52.34,0,1,6877.65,748,8125.54,1,2281.15,9757.1
1257,Client_1257,41,male,married,Andijan,bachelor,4,0.354,0,1,6977.37,850,9520.55,3,2541.55,12981.2
1258,Client_1258,62,male,divorced,Bukhara,bachelor,2,44.601,0,1,3911.69,763,4303.85,1,2134.3,6693.61
1259,Client_1259,56,female,widowed,Tashkent,bachelor,2,103.87,2,1,5734.84,644,12920.49,4,1901.46,14161.21
1260,Client_1260,61,male,widowed,Namangan,bachelor,34,154.214,3,0,8265.54,542,14777.58,5,4841.75,8907.2
1261,Client_1261,58,female,single,Tashkent,bachelor,22,62.667,1,1,5826.07,726,11300.77,3,1567.22,12073.27
1262,Client_1262,54,female,divorced,Andijan,master,27,100.04,2,1,6760.24,651,9999.89,3,2005.57,6552.56
1263,Client_1263,37,male,single,Tashkent,high_school,29,70.643,1,1,5712.07,710,10896.44,2,2201.84,7832.48
1264,Client_1264,57,female,single,Namangan,high_school,17,117.989,3,0,7346.22,615,10831.39,3,3812.42,18003.84
1265,Client_1265,45,male,married,Bukhara,high_school,32,93.032,2,1,7590.61,664,11077.16,4,3739.37,15426.2
1266,Client_1266,58,male,married,Samarkand,bachelor,25,161.824,3,0,7630.71,527,12949.83,5,2058.66,8635.24
1267,Client_1267,32,female,widowed,Tashkent,bachelor,16,133.017,3,0,5290.96,586,8563.51,1,1559.11,9199.59
1268,Client_1268,43,female,single,Samarkand,master,6,138.747,3,0,7160.05,573,17191.62,6,3079.58,4291.62
1269,Client_1269,62,male,widowed,Andijan,bachelor,7,46.231,0,1,9364.85,759,15176.27,2,2978.64,9671.93
1270,Client_1270,42,female,divorced,Bukhara,bachelor,30,122.867,3,0,8122.73,606,14143.74,4,2996.72,15731.95
1271,Client_1271,41,female,single,Bukhara,phd,11,23.807,0,1,7140.0,804,13130.98,1,2817.71,11710.93
1272,Client_1272,47,female,single,Tashkent,high_school,30,122.385,3,0,4103.54,606,7434.22,2,1796.11,5906.41
1273,Client_1273,51,male,divorced,Bukhara,master,18,1.092,0,1,6625.97,850,11516.08,0,1990.58,12468.42
1274,Client_1274,26,male,divorced,Tashkent,bachelor,9,173.197,3,0,9469.55,505,16841.6,5,2511.86,12281.23
1275,Client_1275,47,female,widowed,Tashkent,bachelor,11,66.602,1,1,8977.91,718,17857.12,2,3226.89,4958.61
1276,Client_1276,60,female,widowed,Samarkand,bachelor,19,84.215,1,1,7692.13,683,8557.51,2,1790.81,10630.93
1277,Client_1277,54,female,divorced,Bukhara,bachelor,6,140.249,3,0,5921.0,571,12018.68,3,2431.79,13643.52
1278,Client_1278,32,female,widowed,Tashkent,high_school,13,111.247,2,1,7078.42,630,11983.7,2,3792.91,15666.17
1279,Client_1279,27,female,divorced,Samarkand,bachelor,10,97.51,2,1,8160.22,656,14217.84,2,2020.39,10755.13
1280,Client_1280,30,male,single,Namangan,bachelor,6,74.542,1,1,8410.81,702,13949.52,2,2061.42,4579.2
1281,Client_1281,37,female,single,Samarkand,master,28,127.882,3,0,7468.93,596,13061.34,4,1733.44,13239.53
1282,Client_1282,46,male,married,Samarkand,bachelor,9,66.797,1,1,8282.56,718,17281.09,1,4465.5,16419.25
1283,Client_1283,41,female,single,Tashkent,master,28,80.474,1,1,6911.96,691,14832.84,2,1605.52,7523.58
1284,Client_1284,48,male,divorced,Andijan,bachelor,8,50.255,0,1,6845.64,750,13427.14,3,4062.1,9948.96
1285,Client_1285,22,female,widowed,Andijan,bachelor,9,124.439,3,0,6311.63,602,15552.18,3,2166.99,15676.27
